"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-13","4.03",,"0.00","0.0","0.0",,"40","25","  290","  360","8.9","16.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-14","7.38",,"0.00","0.0","0.0",,"39","31","   30","   30","18.1","28.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-15","8.50",,"0.51","0.0","0.0",,"42","33","   70","   90","18.1","29.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-16","11.18",,"0.85","0.0","0.0",,"44","38","   60","   60","23.0","35.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-17","8.05",,"0.00","0.0","0.0",,"44","36","  280","  270","15.0","23.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-18","7.61",,"0.00","0.0","0.0",,"40","32","  300","  280","14.1","21.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-19","7.61",,"0.00","0.0","0.0",,"39","31","  310","  310","18.1","25.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-20","5.59",,"0.00","0.0","0.0",,"39","30","  300","  290","14.1","21.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-21","1.57",,"0.00","0.0","0.0",,"40","27","  350","  320","8.1","10.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-22","8.50",,"0.23","0.0","0.0",,"47","35","   60","   70","19.9","36.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-23","10.07",,"1.83","0.0","0.0",,"58","8","  240","  240","29.1","45.0","    1","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-24","11.41",,"0.00","0.0","0.0",,"15","7","  240","  240","21.0","33.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-25","8.50",,"0.00","0.0","0.0",,"28","14","  240","  240","21.0","31.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-26","7.16",,"0.00","0.0","0.0",,"29","18","  280","  270","13.0","19.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-27","5.59",,"0.00","0.0","0.0",,"35","29","  240","  220","12.1","17.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-28","5.14",,"0.00","0.0","0.0",,"47","33","  220","  210","16.1","25.9",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-29","6.04",,"0.00","0.0","0.0",,"51","40","  240","  220","14.1","21.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-30","2.91",,"0.00","0.0","0.0",,"62","46","  210","  220","8.9","16.1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2022-12-31","1.79",,"0.28","0.0","0.0",,"55","50","  230","  240","10.1","16.1","    1",,,,,"    1"
